Country,Wave,S009,S020,A001,A002,A003,A004,A006,C001,C002,D059,D060,E035,E069_01,E069_02,E069_04,E069_05,E069_06,E069_07,E069_08,E069_10,E069_11,E069_12,E069_13,E069_14,E069_15,E069_17,E069_20,F034,F063,F114,F115,F116,F117,F118,F119,F120,F121,F122,F123,X045
Taiwan,6,TW,2012,1.0982940698619,1.63205233033524,1.77567789646672,2.79504132231405,2.36639344262295,1.68713692946058,1.13790255986788,2.80636833046472,3.02864363942713,5.87172995780591,2.2015503875969,2.4302925989673,2.82770562770563,2.36330275229358,2.31060606060606,2.90805604203152,2.37639007698888,2.7367535744323,2.60854700854701,2.94686411149826,2.23628318584071,2.10374891020052,2.02678571428571,2.54387489139878,2.49565217391304,1.70200333889816,6.26584362139918,3.37165082108902,2.42905121746432,1.91533948030176,1.61190276613579,4.59201388888889,3.39047619047619,3.54420600858369,5.05697278911565,5.57669237360754,2.39090143218197,3.16765957446809
Colombia,3,CO,1,9975E+14,1.14475431606906,1.81706303010145,1.7276355171267,2.74995810289928,1.64379683597003,2.39919624916276,NA,2.71879286694102,3.11170748071117,6.20213832275309,1.71687749667111,2.2902033271719,2.62539895850832,2.8688778140574,2.54634146341463,3.10371253405995,2.92556084296397,2.52955003357958,2.82163445235673,3.29297534616684,2.40676525582186,2.10068143100511,2.51607883817427,2.55206919945726,NA,1.15503355704698,9.56408544726302,1.95475792988314,3.58597662771285,1.92074592074592,1.48990488903721,2.65287317808678,2.29736050785165,1.93663498415875,4.74072836618777,4.14587525150905,1.63989290495315,3.42652269276194
Colombia,6,CO,2012,1.15542328042328,2.0112582781457,1.66490066225166,3.02458471760797,1.59232296492389,1.89993373094765,1.26231691078562,2.9025394646534,3.21661129568106,5.03072812291249,1.83145321831453,2.34441489361702,2.78989361702128,3.20013568521031,2.61579296615793,3.2092866756393,3.12817089452603,2.76728723404255,2.74933333333333,3.28313253012048,2.29364548494983,2.00672947510094,2,2.87709872397582,2.58023774145617,1.17933333333333,9.63010033444816,3.1030585106383,3.20517928286853,1.64655172413793,1.524156187955,3.39239646978955,2.47054886211513,1.90479360852197,4.25067024128686,3.17955801104972,1.64143426294821,3.81162324649299
Colombia,5,CO,2005,NA,NA,NA,NA,NA,NA,NA,2.75909993381866,3.11011904761905,5.50049784268171,1.71224692997013,2.27006068779501,2.67624457066488,3.04902998236332,2.55016722408027,3.05831308573412,2.92790294627383,2.58964143426295,2.54286671131949,3.20920080591001,2.63835616438356,2.46621380050054,2.70187707029812,2.83231816553207,2.58206847864455,1.20556107249255,9.67350993377483,1.72365339578454,NA,1.56324900133156,1.55818606202067,3.70652898067955,1.94294294294294,1.96612421122551,4.65006640106242,3.32587317734825,1.40238647663242,NA
Croatia,3,HR,1996,1.17252931323283,1.60469011725293,1.928632115548,3.01099830795262,2.33755274261603,1.89150546677881,1.35973041280539,2.44084136722174,3.16283034953112,5.0025641025641,2.3416095890411,1.98470688190314,2.91507798960139,2.94661582459485,2.31058020477816,2.62719298245614,2.67620751341682,2.93373493975904,2.47282139775669,2.95284697508897,2.86802973977695,2.44915254237288,2.92553191489362,2.45667244367418,3.00619469026549,1.35238095238095,6.28802039082413,3.25757575757576,4.87819420783646,3.67008547008547,2.11577181208054,4.04636920384952,3.63130881094953,5.47078746824725,6.59071729957806,5.01516503122212,3.48958333333333,3.28782608695652
Cyprus (G),5,CY,2006,1.06387035271687,1.41091954022989,1.63697318007663,2.78805394990366,1.79270633397313,1.84270734032412,1.43893129770992,2.70992366412214,3.29580152671756,5.27246653919694,2.26310772163966,1.95900857959962,2.76313276026743,2.66953199617956,2.11725452812202,2.46374045801527,2.43279313632031,2.71946564885496,2.41754051477598,2.81887511916111,2.64688995215311,2.28053435114504,2.44837476099426,2.05916030534351,2.73117254528122,1.42230695900858,8.51382268827455,2.34192932187202,2.60744985673352,1.94837476099426,1.70554493307839,3.70009551098376,2.4785100286533,4.11100478468899,6.09578544061303,3.27177033492823,2.18338108882521,2.8263358778626
Cyprus (G),6,CY,2011,1.07307307307307,1.44944944944945,1.54354354354354,2.72874493927126,1.82765531062124,1.957,1.43517587939698,2.78447395301328,3.36032388663968,3.49594320486815,2.13017154389506,2.00403225806452,2.55015197568389,2.56581740976645,2.24196787148594,2.59169199594732,2.4959595959596,2.45336008024072,2.61201629327902,2.9553752535497,2.36082474226804,2.12857142857143,2.16176470588235,2.10071210579858,2.71634121274409,1.3,8.5959595959596,1.76214574898785,2.09475806451613,1.6179435483871,1.52663316582915,3.66837782340862,2.53586065573771,3.90621814475025,6.46052631578947,NA,2.29671457905544,2.93292682926829
Czech Rep.,2,CZ,1991,1.18939393939394,1.92748917748918,1.97510822510823,2.77139761646804,3.23268398268398,1.60606060606061,1.19631236442516,NA,NA,8.10822510822511,2.76655808903366,2.73239436619718,2.61822125813449,2.94782608695652,2.78958785249458,2.57780195865071,2.78308026030369,2.1991199119912,2.52056277056277,2.5582154515778,2.94553376906318,NA,NA,2.602383531961,NA,1.75622968580715,NA,8.53463203463203,NA,NA,2.26948051948052,5.68181818181818,3.8851570964247,6.99674267100977,6.65330444203684,NA,NA,NA
Czech Rep.,3,CZ,1998,1.10751748251748,1.72655565293602,2.01843722563652,2.99823633156966,3.14838129496403,1.89329805996473,1.12840809146878,2.42911153119093,2.75636363636364,6.20301418439716,2.89275893675527,2.66877828054299,2.66163410301954,2.72941176470588,2.6432384341637,3.09009009009009,2.76114081996435,2.55466666666667,2.89346463742167,3.13055303717135,2.7568093385214,2.4573055028463,2.73951434878587,2.90990187332739,2.3731918997107,1.67550274223035,4.0117222723174,2.79310344827586,3.20627802690583,2.98005439709882,2.28085867620751,6.86333012512031,3.60681399631676,6.22797456857402,6.76151761517615,6.11747851002865,4.40874524714829,3.4609865470852
Dominican Rep.,3,DO,1996,1.14457831325301,1.76,2.03291139240506,2.63613231552163,1.67493796526055,2.03316326530612,1.84736842105263,2.75204359673025,3.32311977715877,7.70145631067961,1.8361858190709,2.77020202020202,2.70719602977668,3.01278772378517,3.15051020408163,3.17783505154639,3.24806201550388,2.60552763819095,3.18639798488665,3.24615384615385,2.50769230769231,2.12853470437018,2.39793281653747,3.10126582278481,2.55352480417755,1.27093596059113,9.36714975845411,2.18518518518519,2.18472906403941,1.95073891625616,1.88585607940447,3.25870646766169,2.73267326732673,2.93086419753086,5.13131313131313,3.30402010050251,1.85496183206107,3.03155339805825
Ecuador,6,EC,2013,1.0216306156406,1.96838602329451,1.59367194004996,2.55158069883527,1.47753743760399,2.00499583680266,1.46416666666667,2.91409507923269,3.02001668056714,5.54545454545455,1.75707154742097,2.34028356964137,2.61397670549085,2.95903010033445,2.56821963394343,2.93833333333333,3.09674728940784,2.60782681099084,2.48040033361134,3.08083333333333,2.46828046744574,2.45998315080034,2.41715237302248,2.86405337781485,2.74328859060403,1.2977481234362,9.29558701082431,2.95496246872394,2.6669442131557,1.90515806988353,1.91174021648626,2.89473684210526,2.76313594662219,2.130615640599,3.759367194005,2.43109243697479,1.85345545378851,3.4325
El Salvador,3,SV,1999,1.04156674660272,1.45833333333333,1.5008038585209,2.8382229673093,1.20032051282051,2.39662107803701,NA,2.65421372719374,3.18962722852512,6.82735042735043,2.0951239008793,2.5432,2.54625905068383,3.34206219312602,2.4832,2.94381107491857,NA,2.45396317053643,2.71187800963082,3.32582461786002,2.70487804878049,2.77463581833762,NA,2.66234817813765,2.44995794785534,1.31515637530072,9.73290426387772,2.68666666666667,NA,1.91147540983607,1.47078189300412,2.0304026294166,1.75162866449511,1.45991902834008,3.83414634146341,2.09440267335004,1.33279220779221,3.52540913006029
Ethiopia,5,ET,2007,1.09733333333333,1.24616410940627,1.72489959839357,1.96378269617706,1.26876675603217,2.02448979591837,1.61371350984386,3.05778382053025,3.30581867388363,6.61377447670493,2.19724137931034,2.604568165596,2.94157303370787,2.91476407914764,2.78683834048641,2.95818048422597,2.80959634424981,2.91030392883617,2.91176470588235,2.69884726224784,2.75314116777531,2.54656160458453,2.5609756097561,2.89465983906364,2.76674025018396,1.19252468265162,9.21166892808684,1.99933244325768,2.1000680735194,1.46112600536193,1.47157190635451,1.50940860215054,1.9606512890095,2.28620452985587,2.86095890410959,1.94667590027701,1.46127946127946,3.62167832167832
Estonia,6,EE,2011,1.15143603133159,1.61478090255069,1.79672131147541,2.87745740498034,3.02122015915119,2.04856952761144,1.33135313531353,2.49527665317139,3.25693035835024,3.75486903962391,2.29395017793594,2.13985064494229,2.64073829927488,2.44135802469136,2.07373271889401,2.74061662198391,2.26881720430108,2.31910702560735,2.53108465608466,2.95315682281059,2.40938166311301,2.16202712348323,2.21578505457599,2.29276538201488,2.36456063907044,1.7439446366782,4.36512261580381,3.11744738628649,2.85495675316035,2.26066666666667,1.50990752972259,3.10453216374269,2.61014593467686,4.92807262569832,6.1108843537415,NA,2.00068681318681,3.38286109191431
Estonia,3,EE,1996,1.24334975369458,1.88125613346418,2.0547263681592,2.91674925668979,2.97389558232932,1.80475718533201,1.66800804828974,2.08299180327869,2.83265720081136,5.519,2.38900414937759,2.61340206185567,2.47619047619048,2.70243362831858,2.58441558441558,2.68383110195675,2.39179487179487,2.26467661691542,2.57013118062563,3.06856540084388,2.40311804008909,2.06330472103004,2.29474940334129,2.38430583501006,2.22732362821949,1.69047619047619,4.40237859266601,2.17234262125903,3.02618328298087,3.37322515212982,1.50697211155378,2.3755364806867,2.59228362877998,5.18860103626943,5.96270161290323,6.32049947970864,2.23839009287926,3.42231075697211
Finland,3,FI,1996,1.21618852459016,1.46373850868233,1.7410071942446,3.06474820143885,2.58937691521961,1.95291709314227,1.3768115942029,3.20021074815595,3.44801714898178,4.15843621399177,2.41340206185567,1.95910020449898,2.80532786885246,2.50530785562633,1.92331288343558,2.79648760330579,2.74870197300104,2.49590163934426,2.8020618556701,3.13278008298755,2.54336468129572,2.68783068783069,2.88126361655773,2.22895277207392,2.44621938232162,1.45922746781116,5.8646694214876,2.02366255144033,2.30824008138352,2.56734693877551,1.41260162601626,4.52136752136752,3.52325581395349,5.08829787234043,6.52405857740586,6.03552206673843,3.10610932475884,3.35381114903299
Finland,1,FI,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.53206412825651,2.138,2.72672672672673,2.44150559511699,1.89489489489489,2.30561122244489,2.46417759838547,NA,NA,NA,2.60161779575329,NA,NA,1.90772316950853,NA,1.47970085470085,5.59856996935649,1.88253012048193,1.89720558882236,2.39520958083832,1.44655344655345,3.44635627530364,2.96188565697091,4.63444108761329,5.80661322645291,4.65558912386707,2.52562814070352,NA
Finland,5,FI,2005,1.14825870646766,1.39881539980257,1.64115308151093,2.91707798617966,2.52277227722772,1.99007936507937,1.58383233532934,3.02610441767068,3.29382470119522,4.98015873015873,2.29441117764471,1.85756676557863,2.74556213017751,2.36215666327569,1.75098814229249,2.44378109452736,2.3986013986014,2.50148367952522,2.32636815920398,2.84839357429719,2.60381143430291,2.45875251509054,2.37801047120419,1.98711595639247,2.32632632632633,1.42697768762677,6.00701402805611,2.07297830374753,2.27712031558185,2.14229249011858,1.59782608695652,5.90142276422764,3.12823061630219,5.47447447447447,6.74875373878365,5.80687563195147,3.26586102719033,3.15800415800416
France,5,FR,2006,1.16416416416416,1.504,1.77177177177177,2.63636363636364,2.74096385542169,1.89178356713427,1.69718309859155,3.1983556012333,3.64558232931727,5.04304304304304,2.6820987654321,2.29817444219067,2.78678678678679,2.79918450560652,2.24373119358074,2.83995922528033,2.54545454545455,2.84507042253521,2.99396378269618,3.1969696969697,2.73550356052899,2.31338742393509,2.63422459893048,2.78492462311558,2.50409836065574,1.70070778564206,4.6841046277666,3.15160642570281,2.84168336673347,2.82382382382382,2.19138276553106,6.44522613065327,3.32164328657315,6.42885771543086,6.85356068204614,6.76512096774194,3.73380566801619,NA
Georgia,5,GE,2009,1.0126920507682,1.23596256684492,1.79219905850706,2.29490616621984,1.23402824478816,1.68885869565217,1.21588594704684,2.07937632884479,3.0495526496903,6.87436823104693,1.39450867052023,2.17566594672426,2.79591836734694,2.95858585858586,2.60057061340942,2.99414348462665,2.69615384615385,2.75883575883576,2.85952208544533,3.11897590361446,2.72750865051903,2.6268146883006,2.61470588235294,2.97364457831325,2.55294117647059,1.0365605958023,9.20273037542662,1.81461061337009,1.81357093899931,1.68467852257182,1.30659415363698,1.15358592692828,1.16304347826087,2.57215007215007,3.72808833678399,2.26093402520385,1.11299052774019,3.36052090472927
Georgia,6,GE,2014,1.01663893510815,1.28868552412646,2.01665278934221,2.73355537052456,1.18801996672213,1.63666666666667,1.2531328320802,2.24693520140105,3.18975650713686,6.12110726643599,1.52348993288591,1.97805907172996,2.97283531409168,3.04418103448276,2.54302925989673,2.91346153846154,2.57317073170732,2.88289806234204,2.85552654482158,3.06293706293706,2.72684752104771,2.45454545454545,2.41147859922179,2.78368469294225,2.58780036968577,1.03,9.16652789342215,1.77777777777778,1.6825,1.4457429048414,1.18765638031693,1.23484848484848,1.25126475548061,1.82623509369676,3.61447811447811,1.90480274442539,1.188127090301,3.24394319131161
Georgia,3,GE,1996,1.06779661016949,1.29795714997509,1.86523046092184,2.68111609367215,1.72690963554668,1.45239294710327,1.2534281361097,1.77497425334706,2.74196838347782,7.59887583035258,1.90658499234303,2.54573484069887,2.44405063291139,3.07544052863436,2.89441624365482,2.81659836065574,2.51987447698745,2.42408906882591,2.63784333672431,2.92220504894384,2.54288758657432,2.75466666666667,2.7841726618705,2.68612391193036,2.43211206896552,1.11831862999481,7.64107778342654,2.90529531568228,2.76497232008052,2.73729240060393,1.75375375375375,1.56497175141243,1.78223350253807,3.91701461377871,4.25665983606557,3.03491543917076,1.61031664964249,3.11752887995982
Palestine,6,PS,2013,1.04804804804805,1.74048096192385,2.0798786653185,2.50862944162437,1.16116116116116,1.45500505561173,NA,1.70336391437309,2.9010101010101,6.00722394220846,2.11685625646329,2.52774869109948,2.70253164556962,2.9,2.44597457627119,2.8969764837626,2.70160427807487,2.51748971193416,2.73684210526316,3.0529217199559,2.94051627384961,2.74742857142857,2.86054421768708,2.56939890710383,3.51378169790518,1.27420998980632,9.59779338014042,3.52517985611511,2.4969696969697,2.94421906693712,1.7361530715005,1.51214361140444,NA,2.262891809909,3.30892678034102,1.70637408568443,1.54974874371859,3.30566801619433
Germany,6,DE,2013,1.25147058823529,1.56207233626588,1.81176470588235,2.58757338551859,2.95139911634757,2.06535626535627,1.80157170923379,3.18054162487462,3.35982230997038,3.8051434223541,2.86466165413534,2.29198184568835,2.63124073158675,2.52002135611319,1.99259259259259,2.64004044489383,2.45204795204795,2.58518518518519,2.61219390304848,2.93794147325933,2.94790602655771,2.32426988922457,2.22930648769575,2.21073758153537,2.59740932642487,1.73773773773774,4.41114982578397,1.80462598425197,1.83456062837506,NA,1.63366336633663,6.08796764408493,4.22770780856423,4.76585122316525,6.50299401197605,NA,3.26693629929221,3.1
Germany,5,DE,2006,1.2390243902439,1.54673807205453,1.92239685658153,2.68682926829268,2.92552135054618,1.96474677259186,1.60401002506266,3.15238583889174,3.29059829059829,4.39571647118817,2.78893442622951,2.55328083989501,2.85551707075705,2.87413333333333,2.17111770524233,3.01957831325301,2.81401209677419,2.76126795443289,2.99202392821535,3.2115,2.95235629207664,2.44484536082474,2.46848856664808,2.42921914357683,2.75330163761226,1.74974358974359,4.48388696083292,2.12228796844181,2.2198233562316,2.13877952755906,1.7094395280236,6.26366888094022,4.33726899383984,5.04438775510204,6.54444444444444,4.83251231527094,3.52824098977945,3.20155844155844
Germany,3,DE,1997,1.25160652496293,1.63537009438649,1.81066268061784,2.47559760956175,3.03892215568862,1.91749502982107,1.51874062968516,3.13106295149639,3.26179604261796,4.94681908548708,2.95502779181405,2.64102564102564,3.06034912718204,2.73647932131495,2.37226640159046,2.94512820512821,2.6128868594622,2.9405,3.03949367088608,3.07562595809913,2.91869497669601,2.27073791348601,2.50407830342577,2.6162732295329,2.68297872340426,1.70157600406711,4.35660847880299,2.21332670313277,3.11238189955246,2.98602096854718,1.91330343796711,6.51985922574158,5.24397590361446,5.54185463659148,6.89221556886228,NA,4.63650228774784,3.08229561451002
Ghana,5,GH,2007,1.07632093933464,1.85845951283739,1.66336633663366,2.44838921761999,1.12065573770492,1.5527868852459,1.20901371652515,1.9,3.05940594059406,7.7630890052356,1.42232375979112,1.94404213298223,2.33424098025868,2.46060171919771,2.41501976284585,2.20574482297929,2.24505119453925,2.06417112299465,2.05256241787122,2.67261904761905,2.33194154488518,2.22059846903271,2.11530542210021,2.20224719101124,1.93154551870148,1.09001314060447,9.77712031558185,2.3783422459893,2.68829431438127,1,2.41262458471761,1.75804289544236,2.03133333333333,2.18308921438083,2.78333333333333,3.05900305188199,1.9719370294319,3.99607329842932
Ghana,6,GH,2012,1.05283505154639,1.79510309278351,1.60760309278351,2.61146907216495,1.08762886597938,1.57087628865979,1.20489690721649,1.83247422680412,2.95296391752577,6.88788659793814,1.47036082474227,1.84664948453608,2.28414948453608,2.34020618556701,2.36533505154639,2.43234536082474,2.18170103092783,2.04703608247423,2.30476804123711,2.72036082474227,1.98711340206186,2.10115979381443,2.05219072164948,2.31572164948454,2.21907216494845,1.02899484536082,9.69909793814433,1.7145618556701,1.875,1.65012886597938,1.82216494845361,1.41494845360825,1.57474226804124,1.7055412371134,2.50966494845361,NA,1.50966494845361,3.44136597938144
Guatemala,5,GT,2004,1.019,1.752,1.53853853853854,2.70445344129555,1.22522522522523,1.8943661971831,1.30653266331658,2.86068111455108,3.09582059123344,7.07214428857715,1.56224899598394,2.7246963562753,2.58770161290323,3.0258531540848,2.99899598393574,3.3762677484787,3.27479338842975,2.51256281407035,2.79597989949749,3.37436932391524,2.51313131313131,2.34938524590164,2.56153050672182,NA,2.55280172413793,1.28571428571429,9.71887550200803,3.4578313253012,3.81143430290873,2.50750750750751,2.33901705115346,3.13897280966767,2.80904522613065,2.26326326326326,4.68580060422961,3.03923541247485,2.20040080160321,NA
Hong Kong,6,HK,2013,1.17234468937876,1.631,1.79497487437186,2.52769385699899,2.77054108216433,2.03306613226453,1.31663326653307,2.66700201207243,2.85642570281124,5.9678391959799,2.3692152917505,2.36427850655903,2.62828282828283,2.53589484327604,1.97693079237713,2.54802831142568,2.34210526315789,2.53815261044177,2.3105527638191,2.82980866062437,2.37777777777778,2.12084592145015,2.19416498993964,1.77620967741935,2.37055837563452,2.35376884422111,4.84623115577889,6.18118118118118,2.7748743718593,2.05226130653266,1.92377131394183,4.20983935742972,2.97289156626506,3.23123123123123,4.54162487462387,4.99196787148594,2.78190954773869,3.25025025025025
Hong Kong,5,HK,2005,1.46902654867257,1.70856685348279,1.89613526570048,2.76585365853659,2.77011494252874,2.12734693877551,1.5158924205379,2.65539983511954,2.86400651465798,4.77786952931462,NA,2.42957130358705,2.34227642276423,2.44938917975567,2.06451612903226,2.49832495812395,2.39087136929461,2.22132471728594,2.41646090534979,2.80334728033473,2.95450785773366,2.1576354679803,2.21214713430282,NA,NA,1.78107457898957,4.30733082706767,2.8,2.05385852090032,1.94766505636071,1.75341365461847,3.62085691188359,3.16518218623482,3.54360228198859,4.80277098614507,5.31006493506494,2.27845036319613,3.84959349593496
Hungary,3,HU,1998,1.1386748844376,1.887171561051,1.95223420647149,3.01081916537867,2.64714946070878,1.77984496124031,1.21141975308642,2.40849673202614,3.32547169811321,3.80094043887147,2.64968152866242,2.38328075709779,2.88697017268446,3.06932409012132,2.45271317829457,2.74959871589085,2.4935691318328,2.66981132075472,2.66877971473851,3.11292962356792,2.81629116117851,2.68141592920354,2.90875232774674,2.48815165876777,2.23378839590444,1.50940438871473,5.39906103286385,2.76058631921824,3.770206022187,2.40191387559809,3.69413629160063,3.5221843003413,2.88429752066116,5.44174757281553,6.28044871794872,6.17028380634391,2.61833333333333,3.41444270015699
Hungary,5,HU,2009,1.18669314796425,1.81194029850746,1.84378109452736,3.05168986083499,2.80458624127617,2.10473313192346,1.381,2.73727933541018,3.23547400611621,4.56136820925553,2.59194214876033,2.74735729386892,3.06018054162487,2.99667774086379,2.61584754262788,3.20546558704453,2.69569672131148,2.863,3.25734549138804,3.33771486349848,2.93776824034335,2.48232848232848,2.47080745341615,2.4994829369183,2.44972972972973,1.58051282051282,5.35474006116208,1.7148554336989,2.73978065802592,2.01694915254237,2.2987012987013,4.19456066945607,3.15510204081633,4.75204081632653,5.78920570264766,4.56423982869379,2.29813664596273,3.45131845841785
Hungary,1,HU,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81696113074205,NA,1.91356289529164,2.18189233278956,NA,1.55886736214605,2.01879971077368,NA,NA,NA,NA,NA,NA,1.71787508973439,NA,1.70963172804533,4.83768352365416,1.5309423347398,1.69343575418994,NA,1.85734463276836,1.44740740740741,1.52236652236652,4.03036876355748,4.53451957295374,2.67463768115942,1.85765379113019,NA
India,4,IN,2001,1.08903420523139,1.87258883248731,2.18956611570248,2.71627408993576,1.69454360020398,1.54350282485876,1.21567537520845,2.31578947368421,2.59038238702202,4.17181705809642,1.59677419354839,1.49117971334068,2.08534432018835,2.53360215053763,2.75041876046901,2.42771883289125,2.54452274183216,2.05916473317865,2.41652224147891,2.84317233154442,2.62304409672831,2.43623639191291,2.45454545454545,NA,2.42974238875878,1.23121693121693,6.73004820567756,2.34324324324324,2.11327713382508,2.14073287307488,1.88367240479917,3.08214285714286,2.72436277415531,3.19397993311037,3.89727928928373,3.40045121263395,2.72756756756757,3.3867577509196
India,5,IN,2006,1.10301507537688,1.74335378323108,2.26811594202899,2.71771611526147,1.73422957600827,1.76715810879512,1.43465045592705,2.23131672597865,2.52615754660253,4.78514911746805,1.66872197309417,1.70702894270526,1.93449519230769,2.37163029525032,2.21391899600685,2.20783532536521,2.37215909090909,1.9832361516035,2.37173100871731,2.54038822792736,2.43740458015267,2.19492868462758,2.1303669008587,2.05641330166271,2.15605493133583,1.24571734475375,7.52180605438687,3.06301531213192,3.27277872099604,3.02921884317233,2.97435897435897,3.02330226364847,3.09842271293375,3.25195429945881,3.90854751942618,3.87932118164676,3.38204972710734,3.47508988186954
India,3,IN,1995,1.10216110019646,1.87048937221948,2.7435,2.86545270612038,1.79264047737444,1.57917808219178,1.16609977324263,2.47350230414747,2.83922829581994,3.65461847389558,2.04640633842671,1.82376126126126,2.29376854599407,2.47096774193548,2.71380281690141,2.32132132132132,2.21566110397946,2.39691027926322,2.42823390431187,2.59157401989468,2.32887700534759,2.32385938668661,2.38584974471189,2.04307869040781,2.43584905660377,1.244721169464,8.30099502487562,1.98936735778841,1.5370831259333,1.6270325203252,1.54028197381672,1.74130434782609,1.86574074074074,2.54861821903787,3.05225409836066,2.91584158415842,1.81845996940337,3.0675537359263
India,2,IN,1990,1.2497998398719,1.95447219983884,2.39017458384084,2.75943204868154,1.75991983967936,1.56061838893409,1.21511627906977,NA,NA,5.98729889923793,1.609375,1.47427652733119,2.20441537203598,2.51134956665291,2.74546919049537,2.23669123669124,2.10671112963735,2.94633507853403,2.59054487179487,2.48208333333333,2.33263685750104,NA,NA,2.21844660194175,NA,1.1816700610998,7.53435731608731,1.77946611909651,1.45880452342488,1.49449204406365,1.41437802907916,1.1975517095821,1.51419302514193,3.37914308811641,2.69438837303189,3.27514546965919,1.57994361659283,NA
India,6,IN,2014,1.46641318124208,1.92839036755387,2.21333333333333,2.42793650793651,1.81281725888325,1.80190476190476,1.77487244897959,2.19365079365079,2.23779327837666,5.4573055028463,1.95549904640814,1.87111111111111,2.14657360406091,2.12404092071611,2.22130627774255,2.26506024096386,2.08180088776157,2.01650793650794,2.34369055168041,2.63031071655041,2.22511097019658,2.05960684844642,2.03231939163498,2.03548795944233,2.25015873015873,1.32294977749523,5.89563567362429,4.46075303126994,4.3959000640615,4.0997425997426,4.06760204081633,4.16143497757847,4.07350096711799,4.49583600256246,4.18889597957881,4.0990990990991,4.39795265515035,2.74664107485605
Indonesia,4,ID,2001,1.01,1.475,2.21163490471414,2.60239651416122,1.02,1.55532786885246,1.17001055966209,2.32315789473684,3.05906313645621,7.17857142857143,1.28629441624365,2.11347517730496,2.41649269311065,2.64461883408072,2.4349593495935,2.61081081081081,2.3582554517134,2.3155737704918,2.4296066252588,2.72823779193206,2.52626050420168,2.4,2.4930332261522,NA,2.53047404063205,1.15450121654501,9.946,3.8839378238342,1.36536536536537,1.53953953953954,1.44644644644645,1.13013013013013,1.12912912912913,1.28528528528529,2.49349349349349,1.49098196392786,1.05511022044088,3.02642706131078
Indonesia,5,ID,2006,1.02097902097902,1.4856855851331,2.16885743174924,2.65953109072375,1.06753376688344,1.5296803652968,1.19628099173554,2.25564681724846,2.96569380440348,7.36816192560175,1.37119675456389,2.07226463104326,2.42761116856256,2.54048140043764,2.4992428066633,2.69893617021277,2.41653501843075,2.27591463414634,2.39089968976215,2.79947368421053,2.55725190839695,2.27242707760044,2.24355458036204,2.47128205128205,2.45584988962472,1.15710306406685,9.57345491388045,2.13575819672131,1.59528585757272,1.57338056680162,1.41277023629965,1.34886075949367,1.3980875691998,1.49369005552751,2.95973496432212,1.79031427099433,1.28356713426854,3.03091684434968
Iran,5,IR,2007,1.0746996996997,1.92510350018818,1.88566037735849,2.50736126840317,1.28394133132757,1.44645550527903,1.16572291430729,2.02229780801209,2.44858757062147,4.16950435111616,1.83754240482473,2.24358006042296,2.67629179331307,2.72302010668855,2.27878787878788,2.52218821729151,2.682982791587,2.46324915190351,2.39871260886028,2.86653386454183,2.82142857142857,2.46565774155995,2.60444444444444,2.47764615972488,2.5507474429583,1.16453240201785,9.42598870056497,3.6407619047619,2.67459418648547,2.02833396297696,1.75800980022616,1.52373718192176,1.54094010614102,2.31184012066365,3.13363533408834,2.75740318906606,1.73313230305315,2.88813045127038
Iran,4,IR,2000,1.06624355414518,1.91818550020251,2.04590570719603,2.59863364645602,1.25431900361591,1.31786158309159,1.08244023083265,2.1355408388521,2.63105175292154,5.66387434554974,1.53603034134008,NA,2.67137005006827,2.69535519125683,2.31647398843931,2.11297271421733,2.62823768410361,2.49445392491468,2.13614800759013,2.72881355932203,2.82613768961494,2.41736694677871,2.66007067137809,NA,2.83684527393137,1.06514806378132,9.56312226204699,2.69682259488085,1.82950819672131,1.46802443991853,1.26132686084142,1.25236333744349,1.18887083671812,1.83745874587459,2.90362953692115,2.20758043190833,1.24711696869852,3.04412989175687
Iraq,5,IQ,2006,1.04341372912801,1.48942598187311,2.02245451025939,2.12514484356895,1.04652028284332,1.16077537058153,NA,1.43440122044241,2.53289473684211,4.90932096161957,1.731581043409,2.2120607028754,NA,NA,NA,NA,NA,2.05479452054795,2.31042748701558,NA,NA,NA,NA,NA,3.52667814113597,1.4795758051846,9.84016864699118,NA,NA,NA,1.13824192336589,NA,NA,1.41395170563434,1.65194412986032,NA,NA,3.62346153846154
Iraq,6,IQ,2012,1.07916666666667,1.6652754590985,2.3232577665827,2.73170731707317,1.18,1.51550712489522,NA,1.7834179357022,2.87489504617968,5.30598290598291,1.8645920941968,2.28187919463087,2.86312118570183,2.96945010183299,2.38047138047138,3.13913824057451,3.0219298245614,2.4735516372796,2.72679965307892,3.39791485664639,2.76487252124646,2.60643330179754,2.67073170731707,2.3567046450482,3.31797235023041,1.16847826086957,9.79833333333333,2.80355630821338,2.42310960067969,2.88458225667528,1.73054393305439,1.73263888888889,NA,2.46591889559965,3.95696202531646,2.50217202432667,1.73160535117057,3.2286432160804
Iraq,4,IQ,2004,1.02630444156964,1.48631029986962,2.11927013796173,2.38575268817204,1.0696065715521,1.22407732864675,NA,1.42379679144385,2.49576460098083,5.42451612903226,1.81514878268711,2.35065543071161,NA,NA,NA,NA,NA,2.37211493170042,2.79578454332553,NA,NA,NA,NA,NA,3.38794435857805,1.13345117101193,9.84301075268817,NA,NA,NA,1.31268817204301,NA,NA,1.60860215053763,2.00301075268817,NA,NA,3.53144104803493
